;demonimador;numerador;FrequÃªncia;Qtd_1_Denom;Qtd_0_Demon;D0N0;D0N1;D1N0;D1N1
3560;Fem;Dor_pernas;0.303030303030303;66;138;93;45;46;20
3561;Fem;D29;0.25;48;88;58;30;36;12
3562;Fem;Fuma;0.246153846153846;65;135;105;30;49;16
3563;Fem;D24;0.208333333333333;48;88;72;16;38;10
3564;Fem;D46;0.208333333333333;48;88;60;28;38;10
3565;Fem;D32;0.1875;48;88;60;28;39;9
3566;Fem;D44;0.1875;48;88;59;29;39;9
3567;Fem;Desempregado;0.173913043478261;69;128;110;18;57;12
3568;Fem;Livrar_perna;0.170731707317073;41;87;80;7;34;7
3569;Fem;D31;0.145833333333333;48;88;78;10;41;7
3570;Fem;D48;0.145833333333333;48;88;69;19;41;7
3571;Fem;D16;0.125;48;88;74;14;42;6
3572;Fem;Aposentado;0.115942028985507;69;132;103;29;61;8
3573;Fem;D33;0.104166666666667;48;88;81;7;43;5
3574;Fem;D37;0.104166666666667;48;88;71;17;43;5
3575;Fem;D49;0.104166666666667;48;88;80;8;43;5
3576;Fem;Licenca_Medica;0.101449275362319;69;130;118;12;62;7
3577;Fem;Retornar_trabalho;0.0869565217391304;69;135;120;15;63;6
3578;Fem;D39;0.0833333333333333;48;88;77;11;44;4
3579;Fem;D45;0.0833333333333333;48;88;80;8;44;4
3580;Fem;D47;0.0833333333333333;48;88;80;8;44;4
3581;Fem;D15;0.0625;48;88;84;4;45;3
3582;Fem;D18;0.0625;48;88;75;13;45;3
3583;Fem;D20;0.0625;48;88;83;5;45;3
3584;Fem;D28;0.0625;48;88;85;3;45;3
3585;Fem;D36;0.0625;48;88;83;5;45;3
3586;Fem;Aposentado_Invalidez;0.0579710144927536;69;128;124;4;65;4
3587;Fem;Separado_Divorciado;0.0441176470588235;68;134;129;5;65;3
3588;Fem;D2;0.0416666666666667;48;88;82;6;46;2
3589;Fem;D21;0.0416666666666667;48;88;83;5;46;2
3590;Fem;D34;0.0416666666666667;48;88;87;1;46;2
3591;Fem;D38;0.0416666666666667;48;88;87;1;46;2
3592;Fem;D40;0.0416666666666667;48;88;85;3;46;2
3593;Fem;D43;0.0416666666666667;48;88;87;1;46;2
3594;Fem;D50;0.0416666666666667;48;88;88;0;46;2
3595;Fem;D53;0.0416666666666667;48;88;88;0;46;2
3596;Fem;X5;0.0294117647058824;68;134;130;4;66;2
3597;Fem;Livrar_perda_sens;0.024390243902439;41;87;86;1;40;1
3598;Fem;D23;0.0208333333333333;48;88;87;1;47;1
3599;Fem;D25;0.0208333333333333;48;88;85;3;47;1
3600;Fem;D27;0.0208333333333333;48;88;84;4;47;1
3601;Fem;D5;0.0208333333333333;48;88;86;2;47;1
3602;Fem;D52;0.0208333333333333;48;88;87;1;47;1
3603;Fem;X4;0.0147058823529412;68;134;132;2;67;1
3604;Fem;Fem;1;79;161;161;0;0;79
3605;Fem;Masc;0;79;161;0;161;79;0
3606;Fem;X6;0;68;134;122;12;68;0
3607;Fem;D1;0;48;88;87;1;48;0
3608;Fem;D17;0;48;88;83;5;48;0
3609;Fem;D19;0;48;88;81;7;48;0
3610;Fem;D22;0;48;88;86;2;48;0
3611;Fem;D26;0;48;88;86;2;48;0
3612;Fem;D3;0;48;88;86;2;48;0
3613;Fem;D35;0;48;88;86;2;48;0
3614;Fem;D4;0;48;88;84;4;48;0
3615;Fem;D41;0;48;88;81;7;48;0
3616;Fem;D42;0;48;88;85;3;48;0
3617;Fem;D51;0;48;88;87;1;48;0
3618;Fem;D9;0;48;88;87;1;48;0
3619;Fuma;Fuma;1;46;154;154;0;0;46
3620;Fuma;Cirurgia_coluna;0.647058823529412;34;144;96;48;12;22
3621;Fuma;Aposentado;0.244444444444444;45;144;121;23;34;11
3622;Fuma;Desempregado;0.244444444444444;45;140;123;17;34;11
3623;Fuma;Licenca_Medica;0.2;45;142;133;9;36;9
3624;Fuma;Aposentado_Invalidez;0.113636363636364;44;138;135;3;39;5
3625;Fuma;Analgésicos;0.688888888888889;45;141;49;92;14;31
3626;Fuma;OutraDoenca;0.288888888888889;45;143;87;56;32;13
3627;Fuma;Dor_costas;0.673913043478261;46;138;60;78;15;31
3628;Fuma;Dor_pernas;0.456521739130435;46;137;97;40;25;21
3629;Fuma;Retornar_trabalho;0.181818181818182;44;122;110;12;36;8
3630;Fuma;Masc;0.652173913043478;46;154;49;105;16;30
3631;Fuma;Fem;0.347826086956522;46;154;105;49;30;16
3632;Fuma;Casado_Amasiado;0.260869565217391;46;147;75;72;34;12
3633;Fuma;Solteiro;0.521739130434783;46;147;88;59;22;24
3634;Fuma;Separado_Divorciado;0.0217391304347826;46;147;140;7;45;1
3635;Fuma;X4;0.0652173913043478;46;147;147;0;43;3
3636;Fuma;X5;0.0217391304347826;46;147;144;3;45;1
3637;Fuma;X6;0.108695652173913;46;147;141;6;41;5
3638;Fuma;Livrar_costas;0.818181818181818;33;79;9;70;6;27
3639;Fuma;Livrar_perna;0.181818181818182;33;79;71;8;27;6
3640;Fuma;Livrar_perda_sens;0;33;79;78;1;33;0
3641;Fuma;D1;0;46;82;81;1;46;0
3642;Fuma;D15;0.108695652173913;46;82;82;0;41;5
3643;Fuma;D16;0.173913043478261;46;82;71;11;38;8
3644;Fuma;D17;0.0652173913043478;46;82;81;1;43;3
3645;Fuma;D18;0.195652173913043;46;82;77;5;37;9
3646;Fuma;D19;0.0869565217391304;46;82;79;3;42;4
3647;Fuma;D2;0.173913043478261;46;82;82;0;38;8
3648;Fuma;D20;0.0652173913043478;46;82;77;5;43;3
3649;Fuma;D21;0.0434782608695652;46;82;77;5;44;2
3650;Fuma;D22;0.0217391304347826;46;82;81;1;45;1
3651;Fuma;D23;0;46;82;81;1;46;0
3652;Fuma;D24;0.173913043478261;46;82;66;16;38;8
3653;Fuma;D25;0.0217391304347826;46;82;80;2;45;1
3654;Fuma;D26;0;46;82;80;2;46;0
3655;Fuma;D27;0.0652173913043478;46;82;81;1;43;3
3656;Fuma;D28;0.0652173913043478;46;82;80;2;43;3
3657;Fuma;D29;0.282608695652174;46;82;55;27;33;13
3658;Fuma;D3;0.0434782608695652;46;82;82;0;44;2
3659;Fuma;D30;0.369565217391304;46;82;40;42;29;17
3660;Fuma;D31;0.173913043478261;46;82;74;8;38;8
3661;Fuma;D32;0.239130434782609;46;82;57;25;35;11
3662;Fuma;D33;0.0869565217391304;46;82;75;7;42;4
3663;Fuma;D34;0.0652173913043478;46;82;82;0;43;3
3664;Fuma;D35;0.0434782608695652;46;82;82;0;44;2
3665;Fuma;D36;0.0869565217391304;46;82;80;2;42;4
3666;Fuma;D37;0.173913043478261;46;82;70;12;38;8
3667;Fuma;D38;0.0652173913043478;46;82;82;0;43;3
3668;Fuma;D39;0.108695652173913;46;82;72;10;41;5
3669;Fuma;D4;0.0869565217391304;46;82;82;0;42;4
3670;Fuma;D40;0.0869565217391304;46;82;82;0;42;4
3671;Fuma;D41;0.0652173913043478;46;82;80;2;43;3
3672;Fuma;D42;0.0217391304347826;46;82;80;2;45;1
3673;Fuma;D43;0.0434782608695652;46;82;81;1;44;2
3674;Fuma;D44;0.239130434782609;46;82;56;26;35;11
3675;Fuma;D45;0.130434782608696;46;82;77;5;40;6
3676;Fuma;D46;0.239130434782609;46;82;56;26;35;11
3677;Fuma;D47;0.152173913043478;46;82;77;5;39;7
3678;Fuma;D48;0.108695652173913;46;82;62;20;41;5
3679;Fuma;D49;0.0869565217391304;46;82;73;9;42;4
3680;Fuma;D5;0.0652173913043478;46;82;82;0;43;3
3681;Fuma;D50;0.0434782608695652;46;82;82;0;44;2
3682;Fuma;D51;0.0217391304347826;46;82;82;0;45;1
3683;Fuma;D52;0.0217391304347826;46;82;81;1;45;1
3684;Fuma;D53;0.0434782608695652;46;82;82;0;44;2
3685;Fuma;D9;0.0217391304347826;46;82;82;0;45;1
3686;Licenca_Medica;Fuma;0.5;18;169;133;36;9;9
3687;Licenca_Medica;Cirurgia_coluna;0.769230769230769;13;169;107;62;3;10
3688;Licenca_Medica;Aposentado;0.263157894736842;19;180;149;31;14;5
3689;Licenca_Medica;Desempregado;0.421052631578947;19;177;155;22;11;8
3690;Licenca_Medica;Licenca_Medica;1;19;180;180;0;0;19
3691;Licenca_Medica;Aposentado_Invalidez;0.166666666666667;18;174;169;5;15;3
3692;Licenca_Medica;Analgésicos;0.578947368421053;19;172;58;114;8;11
3693;Licenca_Medica;OutraDoenca;0.368421052631579;19;174;110;64;12;7
3694;Licenca_Medica;Dor_costas;0.842105263157895;19;172;72;100;3;16
3695;Licenca_Medica;Dor_pernas;0.631578947368421;19;170;122;48;7;12
3696;Licenca_Medica;Retornar_trabalho;0.176470588235294;17;158;141;17;14;3
3697;Licenca_Medica;Masc;0.631578947368421;19;180;62;118;7;12
3698;Licenca_Medica;Fem;0.368421052631579;19;180;118;62;12;7
3699;Licenca_Medica;Casado_Amasiado;0.263157894736842;19;169;93;76;14;5
3700;Licenca_Medica;Solteiro;0.631578947368421;19;169;100;69;7;12
3701;Licenca_Medica;Separado_Divorciado;0.0526315789473684;19;169;162;7;18;1
3702;Licenca_Medica;X4;0;19;169;166;3;19;0
3703;Licenca_Medica;X5;0;19;169;165;4;19;0
3704;Licenca_Medica;X6;0.0526315789473684;19;169;159;10;18;1
3705;Licenca_Medica;Livrar_costas;0.9375;16;103;13;90;1;15
3706;Licenca_Medica;Livrar_perna;0.0625;16;103;91;12;15;1
3707;Licenca_Medica;Livrar_perda_sens;0;16;103;102;1;16;0
3708;Licenca_Medica;D1;0;18;114;113;1;18;0
3709;Licenca_Medica;D15;0.166666666666667;18;114;111;3;15;3
3710;Licenca_Medica;D16;0.166666666666667;18;114;97;17;15;3
3711;Licenca_Medica;D17;0.111111111111111;18;114;111;3;16;2
3712;Licenca_Medica;D18;0.166666666666667;18;114;101;13;15;3
3713;Licenca_Medica;D19;0.0555555555555556;18;114;108;6;17;1
3714;Licenca_Medica;D2;0.111111111111111;18;114;108;6;16;2
3715;Licenca_Medica;D20;0.111111111111111;18;114;108;6;16;2
3716;Licenca_Medica;D21;0.0555555555555556;18;114;108;6;17;1
3717;Licenca_Medica;D22;0.0555555555555556;18;114;113;1;17;1
3718;Licenca_Medica;D23;0;18;114;112;2;18;0
3719;Licenca_Medica;D24;0.222222222222222;18;114;92;22;14;4
3720;Licenca_Medica;D25;0;18;114;110;4;18;0
3721;Licenca_Medica;D26;0.0555555555555556;18;114;113;1;17;1
3722;Licenca_Medica;D27;0.0555555555555556;18;114;110;4;17;1
3723;Licenca_Medica;D28;0.0555555555555556;18;114;109;5;17;1
3724;Licenca_Medica;D29;0.444444444444444;18;114;80;34;10;8
3725;Licenca_Medica;D3;0;18;114;112;2;18;0
3726;Licenca_Medica;D30;0.555555555555556;18;114;62;52;8;10
3727;Licenca_Medica;D31;0.222222222222222;18;114;102;12;14;4
3728;Licenca_Medica;D32;0.333333333333333;18;114;83;31;12;6
3729;Licenca_Medica;D33;0;18;114;103;11;18;0
3730;Licenca_Medica;D34;0.111111111111111;18;114;113;1;16;2
3731;Licenca_Medica;D35;0.0555555555555556;18;114;113;1;17;1
3732;Licenca_Medica;D36;0.166666666666667;18;114;110;4;15;3
3733;Licenca_Medica;D37;0.333333333333333;18;114;98;16;12;6
3734;Licenca_Medica;D38;0.0555555555555556;18;114;113;1;17;1
3735;Licenca_Medica;D39;0.0555555555555556;18;114;100;14;17;1
3736;Licenca_Medica;D4;0.0555555555555556;18;114;111;3;17;1
3737;Licenca_Medica;D40;0.166666666666667;18;114;113;1;15;3
3738;Licenca_Medica;D41;0.166666666666667;18;114;110;4;15;3
3739;Licenca_Medica;D42;0.0555555555555556;18;114;112;2;17;1
3740;Licenca_Medica;D43;0.0555555555555556;18;114;112;2;17;1
3741;Licenca_Medica;D44;0.333333333333333;18;114;82;32;12;6
3742;Licenca_Medica;D45;0.0555555555555556;18;114;104;10;17;1
3743;Licenca_Medica;D46;0.222222222222222;18;114;80;34;14;4
3744;Licenca_Medica;D47;0.0555555555555556;18;114;104;10;17;1
3745;Licenca_Medica;D48;0.166666666666667;18;114;91;23;15;3
3746;Licenca_Medica;D49;0.0555555555555556;18;114;103;11;17;1
3747;Licenca_Medica;D5;0.111111111111111;18;114;113;1;16;2
3748;Licenca_Medica;D50;0.0555555555555556;18;114;113;1;17;1
3749;Licenca_Medica;D51;0.0555555555555556;18;114;114;0;17;1
3750;Licenca_Medica;D52;0;18;114;112;2;18;0
3751;Licenca_Medica;D53;0;18;114;112;2;18;0
3752;Licenca_Medica;D9;0.0555555555555556;18;114;114;0;17;1
3753;Livrar_costas;Fuma;0.278350515463918;97;15;9;6;70;27
3754;Livrar_costas;Cirurgia_coluna;0.438775510204082;98;15;8;7;55;43
3755;Livrar_costas;Aposentado;0.238095238095238;105;14;13;1;80;25
3756;Livrar_costas;Desempregado;0.211538461538462;104;14;10;4;82;22
3757;Livrar_costas;Licenca_Medica;0.142857142857143;105;14;13;1;90;15
3758;Livrar_costas;Aposentado_Invalidez;0.0588235294117647;102;15;13;2;96;6
3759;Livrar_costas;Analgésicos;0.796296296296296;108;15;4;11;22;86
3760;Livrar_costas;OutraDoenca;0.411214953271028;107;14;7;7;63;44
3761;Livrar_costas;Dor_costas;0.918918918918919;111;16;7;9;9;102
3762;Livrar_costas;Dor_pernas;0.4;110;15;2;13;66;44
3763;Livrar_costas;Retornar_trabalho;0.168224299065421;107;14;12;2;89;18
3764;Livrar_costas;Masc;0.705357142857143;112;16;8;8;33;79
3765;Livrar_costas;Fem;0.294642857142857;112;16;8;8;79;33
3766;Livrar_costas;Casado_Amasiado;0.422680412371134;97;15;10;5;56;41
3767;Livrar_costas;Solteiro;0.45360824742268;97;15;9;6;53;44
3768;Livrar_costas;Separado_Divorciado;0.0412371134020619;97;15;14;1;93;4
3769;Livrar_costas;X4;0.0103092783505155;97;15;14;1;96;1
3770;Livrar_costas;X5;0.0103092783505155;97;15;14;1;96;1
3771;Livrar_costas;X6;0.0618556701030928;97;15;14;1;91;6
3772;Livrar_costas;Livrar_costas;1;112;16;16;0;0;112
3773;Livrar_costas;Livrar_perna;0;112;16;2;14;112;0
3774;Livrar_costas;Livrar_perda_sens;0;112;16;14;2;112;0
3775;Livrar_costas;D1;0.0116279069767442;86;14;14;0;85;1
3776;Livrar_costas;D15;0.0465116279069767;86;14;12;2;82;4
3777;Livrar_costas;D16;0.197674418604651;86;14;12;2;69;17
3778;Livrar_costas;D17;0.0465116279069767;86;14;14;0;82;4
3779;Livrar_costas;D18;0.13953488372093;86;14;14;0;74;12
3780;Livrar_costas;D19;0.0581395348837209;86;14;14;0;81;5
3781;Livrar_costas;D2;0.0813953488372093;86;14;14;0;79;7
3782;Livrar_costas;D20;0.0813953488372093;86;14;14;0;79;7
3783;Livrar_costas;D21;0.0813953488372093;86;14;14;0;79;7
3784;Livrar_costas;D22;0.0116279069767442;86;14;14;0;85;1
3785;Livrar_costas;D23;0.0232558139534884;86;14;14;0;84;2
3786;Livrar_costas;D24;0.290697674418605;86;14;14;0;61;25
3787;Livrar_costas;D25;0.0465116279069767;86;14;14;0;82;4
3788;Livrar_costas;D26;0.0232558139534884;86;14;14;0;84;2
3789;Livrar_costas;D27;0.0581395348837209;86;14;14;0;81;5
3790;Livrar_costas;D28;0.0697674418604651;86;14;14;0;80;6
3791;Livrar_costas;D29;0.383720930232558;86;14;7;7;53;33
3792;Livrar_costas;D3;0.0116279069767442;86;14;14;0;85;1
3793;Livrar_costas;D30;0.593023255813954;86;14;4;10;35;51
3794;Livrar_costas;D31;0.151162790697674;86;14;10;4;73;13
3795;Livrar_costas;D32;0.337209302325581;86;14;7;7;57;29
3796;Livrar_costas;D33;0.0930232558139535;86;14;10;4;78;8
3797;Livrar_costas;D34;0.0232558139534884;86;14;14;0;84;2
3798;Livrar_costas;D35;0.0116279069767442;86;14;14;0;85;1
3799;Livrar_costas;D36;0.0465116279069767;86;14;11;3;82;4
3800;Livrar_costas;D37;0.197674418604651;86;14;11;3;69;17
3801;Livrar_costas;D38;0;86;14;11;3;86;0
3802;Livrar_costas;D39;0.127906976744186;86;14;11;3;75;11
3803;Livrar_costas;D4;0.0232558139534884;86;14;14;0;84;2
3804;Livrar_costas;D40;0.0116279069767442;86;14;11;3;85;1
3805;Livrar_costas;D41;0.0581395348837209;86;14;13;1;81;5
3806;Livrar_costas;D42;0.0232558139534884;86;14;14;0;84;2
3807;Livrar_costas;D43;0.0232558139534884;86;14;14;0;84;2
3808;Livrar_costas;D44;0.325581395348837;86;14;6;8;58;28
3809;Livrar_costas;D45;0.0930232558139535;86;14;10;4;78;8
3810;Livrar_costas;D46;0.313953488372093;86;14;5;9;59;27
3811;Livrar_costas;D47;0.0813953488372093;86;14;9;5;79;7
3812;Livrar_costas;D48;0.209302325581395;86;14;8;6;68;18
3813;Livrar_costas;D49;0.104651162790698;86;14;10;4;77;9
3814;Livrar_costas;D5;0.0348837209302326;86;14;14;0;83;3
3815;Livrar_costas;D50;0.0116279069767442;86;14;14;0;85;1
3816;Livrar_costas;D51;0.0116279069767442;86;14;14;0;85;1
3817;Livrar_costas;D52;0.0116279069767442;86;14;14;0;85;1
3818;Livrar_costas;D53;0.0116279069767442;86;14;14;0;85;1
3819;Livrar_costas;D9;0.0116279069767442;86;14;14;0;85;1
3820;Livrar_perda_sens;Fuma;0;1;111;78;33;1;0
3821;Livrar_perda_sens;Cirurgia_coluna;0.5;2;111;62;49;1;1
3822;Livrar_perda_sens;Aposentado;0;1;118;92;26;1;0
3823;Livrar_perda_sens;Desempregado;0;1;117;91;26;1;0
3824;Livrar_perda_sens;Licenca_Medica;0;1;118;102;16;1;0
3825;Livrar_perda_sens;Aposentado_Invalidez;0;2;115;107;8;2;0
3826;Livrar_perda_sens;Analgésicos;0;1;122;25;97;1;0
3827;Livrar_perda_sens;OutraDoenca;0;1;120;69;51;1;0
3828;Livrar_perda_sens;Dor_costas;0.5;2;125;15;110;1;1
3829;Livrar_perda_sens;Dor_pernas;0;1;124;67;57;1;0
3830;Livrar_perda_sens;Retornar_trabalho;0;2;119;99;20;2;0
3831;Livrar_perda_sens;Masc;0.5;2;126;40;86;1;1
3832;Livrar_perda_sens;Fem;0.5;2;126;86;40;1;1
3833;Livrar_perda_sens;Casado_Amasiado;0;1;111;65;46;1;0
3834;Livrar_perda_sens;Solteiro;0;1;111;61;50;1;0
3835;Livrar_perda_sens;Separado_Divorciado;0;1;111;106;5;1;0
3836;Livrar_perda_sens;X4;0;1;111;109;2;1;0
3837;Livrar_perda_sens;X5;1;1;111;110;1;0;1
3838;Livrar_perda_sens;X6;0;1;111;104;7;1;0
3839;Livrar_perda_sens;Livrar_costas;0;2;126;14;112;2;0
3840;Livrar_perda_sens;Livrar_perna;0;2;126;112;14;2;0
3841;Livrar_perda_sens;Livrar_perda_sens;1;2;126;126;0;0;2
3842;Livrar_perda_sens;D1;NaN;0;100;99;1;0;0
3843;Livrar_perda_sens;D15;NaN;0;100;94;6;0;0
3844;Livrar_perda_sens;D16;NaN;0;100;81;19;0;0
3845;Livrar_perda_sens;D17;NaN;0;100;96;4;0;0
3846;Livrar_perda_sens;D18;NaN;0;100;88;12;0;0
3847;Livrar_perda_sens;D19;NaN;0;100;95;5;0;0
3848;Livrar_perda_sens;D2;NaN;0;100;93;7;0;0
3849;Livrar_perda_sens;D20;NaN;0;100;93;7;0;0
3850;Livrar_perda_sens;D21;NaN;0;100;93;7;0;0
3851;Livrar_perda_sens;D22;NaN;0;100;99;1;0;0
3852;Livrar_perda_sens;D23;NaN;0;100;98;2;0;0
3853;Livrar_perda_sens;D24;NaN;0;100;75;25;0;0
3854;Livrar_perda_sens;D25;NaN;0;100;96;4;0;0
3855;Livrar_perda_sens;D26;NaN;0;100;98;2;0;0
3856;Livrar_perda_sens;D27;NaN;0;100;95;5;0;0
3857;Livrar_perda_sens;D28;NaN;0;100;94;6;0;0
3858;Livrar_perda_sens;D29;NaN;0;100;60;40;0;0
3859;Livrar_perda_sens;D3;NaN;0;100;99;1;0;0
3860;Livrar_perda_sens;D30;NaN;0;100;39;61;0;0
3861;Livrar_perda_sens;D31;NaN;0;100;83;17;0;0
3862;Livrar_perda_sens;D32;NaN;0;100;64;36;0;0
3863;Livrar_perda_sens;D33;NaN;0;100;88;12;0;0
3864;Livrar_perda_sens;D34;NaN;0;100;98;2;0;0
3865;Livrar_perda_sens;D35;NaN;0;100;99;1;0;0
3866;Livrar_perda_sens;D36;NaN;0;100;93;7;0;0
3867;Livrar_perda_sens;D37;NaN;0;100;80;20;0;0
3868;Livrar_perda_sens;D38;NaN;0;100;97;3;0;0
3869;Livrar_perda_sens;D39;NaN;0;100;86;14;0;0
3870;Livrar_perda_sens;D4;NaN;0;100;98;2;0;0
3871;Livrar_perda_sens;D40;NaN;0;100;96;4;0;0
3872;Livrar_perda_sens;D41;NaN;0;100;94;6;0;0
3873;Livrar_perda_sens;D42;NaN;0;100;98;2;0;0
3874;Livrar_perda_sens;D43;NaN;0;100;98;2;0;0
3875;Livrar_perda_sens;D44;NaN;0;100;64;36;0;0
3876;Livrar_perda_sens;D45;NaN;0;100;88;12;0;0
3877;Livrar_perda_sens;D46;NaN;0;100;64;36;0;0
3878;Livrar_perda_sens;D47;NaN;0;100;88;12;0;0
3879;Livrar_perda_sens;D48;NaN;0;100;76;24;0;0
3880;Livrar_perda_sens;D49;NaN;0;100;87;13;0;0
3881;Livrar_perda_sens;D5;NaN;0;100;97;3;0;0
3882;Livrar_perda_sens;D50;NaN;0;100;99;1;0;0
3883;Livrar_perda_sens;D51;NaN;0;100;99;1;0;0
3884;Livrar_perda_sens;D52;NaN;0;100;99;1;0;0
3885;Livrar_perda_sens;D53;NaN;0;100;99;1;0;0
3886;Livrar_perda_sens;D9;NaN;0;100;99;1;0;0
3887;Livrar_perna;Fuma;0.428571428571429;14;98;71;27;8;6
3888;Livrar_perna;Cirurgia_coluna;0.461538461538462;13;100;56;44;7;6
3889;Livrar_perna;Aposentado;0.0769230769230769;13;106;81;25;12;1
3890;Livrar_perna;Desempregado;0.307692307692308;13;105;83;22;9;4
3891;Livrar_perna;Licenca_Medica;0.0769230769230769;13;106;91;15;12;1
3892;Livrar_perna;Aposentado_Invalidez;0.153846153846154;13;104;98;6;11;2
3893;Livrar_perna;Analgésicos;0.785714285714286;14;109;23;86;3;11
3894;Livrar_perna;OutraDoenca;0.538461538461538;13;108;64;44;6;7
3895;Livrar_perna;Dor_costas;0.571428571428571;14;113;10;103;6;8
3896;Livrar_perna;Dor_pernas;0.928571428571429;14;111;67;44;1;13
3897;Livrar_perna;Retornar_trabalho;0.166666666666667;12;109;91;18;10;2
3898;Livrar_perna;Masc;0.5;14;114;34;80;7;7
3899;Livrar_perna;Fem;0.5;14;114;80;34;7;7
3900;Livrar_perna;Casado_Amasiado;0.357142857142857;14;98;57;41;9;5
3901;Livrar_perna;Solteiro;0.428571428571429;14;98;54;44;8;6
3902;Livrar_perna;Separado_Divorciado;0.0714285714285714;14;98;94;4;13;1
3903;Livrar_perna;X4;0.0714285714285714;14;98;97;1;13;1
3904;Livrar_perna;X5;0;14;98;96;2;14;0
3905;Livrar_perna;X6;0.0714285714285714;14;98;92;6;13;1
3906;Livrar_perna;Livrar_costas;0;14;114;2;112;14;0
3907;Livrar_perna;Livrar_perna;1;14;114;114;0;0;14
3908;Livrar_perna;Livrar_perda_sens;0;14;114;112;2;14;0
3909;Livrar_perna;D1;0;14;86;85;1;14;0
3910;Livrar_perna;D15;0.142857142857143;14;86;82;4;12;2
3911;Livrar_perna;D16;0.142857142857143;14;86;69;17;12;2
3912;Livrar_perna;D17;0;14;86;82;4;14;0
3913;Livrar_perna;D18;0;14;86;74;12;14;0
3914;Livrar_perna;D19;0;14;86;81;5;14;0
3915;Livrar_perna;D2;0;14;86;79;7;14;0
3916;Livrar_perna;D20;0;14;86;79;7;14;0
3917;Livrar_perna;D21;0;14;86;79;7;14;0
3918;Livrar_perna;D22;0;14;86;85;1;14;0
3919;Livrar_perna;D23;0;14;86;84;2;14;0
3920;Livrar_perna;D24;0;14;86;61;25;14;0
3921;Livrar_perna;D25;0;14;86;82;4;14;0
3922;Livrar_perna;D26;0;14;86;84;2;14;0
3923;Livrar_perna;D27;0;14;86;81;5;14;0
3924;Livrar_perna;D28;0;14;86;80;6;14;0
3925;Livrar_perna;D29;0.5;14;86;53;33;7;7
3926;Livrar_perna;D3;0;14;86;85;1;14;0
3927;Livrar_perna;D30;0.714285714285714;14;86;35;51;4;10
3928;Livrar_perna;D31;0.285714285714286;14;86;73;13;10;4
3929;Livrar_perna;D32;0.5;14;86;57;29;7;7
3930;Livrar_perna;D33;0.285714285714286;14;86;78;8;10;4
3931;Livrar_perna;D34;0;14;86;84;2;14;0
3932;Livrar_perna;D35;0;14;86;85;1;14;0
3933;Livrar_perna;D36;0.214285714285714;14;86;82;4;11;3
3934;Livrar_perna;D37;0.214285714285714;14;86;69;17;11;3
3935;Livrar_perna;D38;0.214285714285714;14;86;86;0;11;3
3936;Livrar_perna;D39;0.214285714285714;14;86;75;11;11;3
3937;Livrar_perna;D4;0;14;86;84;2;14;0
3938;Livrar_perna;D40;0.214285714285714;14;86;85;1;11;3
3939;Livrar_perna;D41;0.0714285714285714;14;86;81;5;13;1
3940;Livrar_perna;D42;0;14;86;84;2;14;0
3941;Livrar_perna;D43;0;14;86;84;2;14;0
3942;Livrar_perna;D44;0.571428571428571;14;86;58;28;6;8
3943;Livrar_perna;D45;0.285714285714286;14;86;78;8;10;4
3944;Livrar_perna;D46;0.642857142857143;14;86;59;27;5;9
3945;Livrar_perna;D47;0.357142857142857;14;86;79;7;9;5
3946;Livrar_perna;D48;0.428571428571429;14;86;68;18;8;6
3947;Livrar_perna;D49;0.285714285714286;14;86;77;9;10;4
3948;Livrar_perna;D5;0;14;86;83;3;14;0
3949;Livrar_perna;D50;0;14;86;85;1;14;0
3950;Livrar_perna;D51;0;14;86;85;1;14;0
3951;Livrar_perna;D52;0;14;86;85;1;14;0
3952;Livrar_perna;D53;0;14;86;85;1;14;0
3953;Livrar_perna;D9;0;14;86;85;1;14;0
3954;Masc;Fuma;0.222222222222222;135;65;49;16;105;30
3955;Masc;Cirurgia_coluna;0.397163120567376;141;72;49;23;85;56
3956;Masc;Aposentado;0.21969696969697;132;69;61;8;103;29
3957;Masc;Desempregado;0.140625;128;69;57;12;110;18
3958;Masc;Licenca_Medica;0.0923076923076923;130;69;62;7;118;12
3959;Masc;Aposentado_Invalidez;0.03125;128;69;65;4;124;4
3960;Masc;Analgésicos;0.713286713286713;143;72;27;45;41;102
3961;Masc;OutraDoenca;0.391304347826087;138;69;43;26;84;54
3962;Masc;Dor_costas;0.652173913043478;138;69;31;38;48;90
3963;Masc;Dor_pernas;0.326086956521739;138;66;46;20;93;45
3964;Masc;Retornar_trabalho;0.111111111111111;135;69;63;6;120;15
3965;Masc;Masc;1;161;79;79;0;0;161
3966;Masc;Fem;0;161;79;0;79;161;0
3967;Masc;Casado_Amasiado;0.373134328358209;134;68;33;35;84;50
3968;Masc;Solteiro;0.455223880597015;134;68;41;27;73;61
3969;Masc;Separado_Divorciado;0.0373134328358209;134;68;65;3;129;5
3970;Masc;X4;0.0149253731343284;134;68;67;1;132;2
3971;Masc;X5;0.0298507462686567;134;68;66;2;130;4
3972;Masc;X6;0.0895522388059701;134;68;68;0;122;12
3973;Masc;Livrar_costas;0.908045977011494;87;41;8;33;8;79
3974;Masc;Livrar_perna;0.0804597701149425;87;41;34;7;80;7
3975;Masc;Livrar_perda_sens;0.0114942528735632;87;41;40;1;86;1
3976;Masc;D1;0.0113636363636364;88;48;48;0;87;1
3977;Masc;D15;0.0454545454545455;88;48;45;3;84;4
3978;Masc;D16;0.159090909090909;88;48;42;6;74;14
